username,row,total_selected_owned,count__bgg_golden_age_canon,count__amerithrash_miniatures_lcg,count__dungeon_crawl_cooperative_campaign_adventure,count__current_heavy_euro_engine_builders,count__historical_wargames_conflict_strategy,count__party_family_social_deduction,count__puzzle_nature_tableau_builders,count__medium_worker_placement_euros,count__cooperative_trick_taking_deduction,count__roll_and_write_number_dice_games,count__legacy_narrative_mystery,count__other,share__bgg_golden_age_canon,share__amerithrash_miniatures_lcg,share__dungeon_crawl_cooperative_campaign_adventure,share__current_heavy_euro_engine_builders,share__historical_wargames_conflict_strategy,share__party_family_social_deduction,share__puzzle_nature_tableau_builders,share__medium_worker_placement_euros,share__cooperative_trick_taking_deduction,share__roll_and_write_number_dice_games,share__legacy_narrative_mystery,share__other,dominant_dimension,dominant_share,included_share,profile_entropy_norm,n_active_dimensions,eligible_for_archetype,dominant_taste_dimension,dominant_taste_share,archetype,archetype_family
silversurfer4980,3319,21,1,2,2,0,4,2,0,0,3,0,0,7,0.04761905,0.0952381,0.0952381,0.0,0.1904762,0.0952381,0.0,0.0,0.14285715,0.0,0.0,0.33333334,other,0.33333334,0.6666666,0.715054,7,True,historical_wargames_conflict_strategy,0.1904762,other_dominant_mixed,other_dominant
silverumbro,3320,78,18,5,3,1,0,15,0,13,3,2,1,17,0.23076923,0.06410257,0.03846154,0.012820513,0.0,0.1923077,0.0,0.16666667,0.03846154,0.025641026,0.012820513,0.21794872,bgg_golden_age_canon,0.23076923,0.78205127,0.772055,10,True,bgg_golden_age_canon,0.23076923,generalist,generalist
Simon Mueller,3321,17,0,1,0,0,16,0,0,0,0,0,0,0,0.0,0.05882353,0.0,0.0,0.9411765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,historical_wargames_conflict_strategy,0.9411765,1.0,0.090031,2,True,historical_wargames_conflict_strategy,0.9411765,specialist__historical_wargames_conflict_strategy,specialist
Simon_Milburn,3322,52,2,1,1,16,1,3,3,2,3,0,0,20,0.03846154,0.01923077,0.01923077,0.30769232,0.01923077,0.057692308,0.057692308,0.03846154,0.057692308,0.0,0.0,0.3846154,other,0.3846154,0.6153846,0.685125,10,True,current_heavy_euro_engine_builders,0.30769232,other_dominant_mixed,other_dominant
simone007,3323,105,2,21,18,8,30,5,0,2,1,1,1,16,0.01904762,0.2,0.17142858,0.07619048,0.2857143,0.04761905,0.0,0.01904762,0.00952381,0.00952381,0.00952381,0.15238096,historical_wargames_conflict_strategy,0.2857143,0.84761906,0.762131,11,True,historical_wargames_conflict_strategy,0.2857143,generalist,generalist
simonovkm,3324,194,11,4,9,38,1,6,13,9,10,0,1,92,0.05670103,0.020618556,0.04639175,0.19587629,0.005154639,0.030927835,0.067010306,0.04639175,0.05154639,0.0,0.005154639,0.4742268,other,0.4742268,0.52577317,0.682759,11,True,current_heavy_euro_engine_builders,0.19587629,other_dominant_mixed,other_dominant
Simple_clockwork,3325,157,11,35,9,0,28,20,2,8,8,2,7,27,0.070063695,0.22292994,0.05732484,0.0,0.17834395,0.12738854,0.012738854,0.050955415,0.050955415,0.012738854,0.044585988,0.17197452,amerithrash_miniatures_lcg,0.22292994,0.82802546,0.849389,11,True,amerithrash_miniatures_lcg,0.22292994,generalist,generalist
simplytherob,3326,21,0,9,0,0,1,3,0,2,0,0,1,5,0.0,0.42857143,0.0,0.0,0.04761905,0.14285715,0.0,0.0952381,0.0,0.0,0.04761905,0.23809524,amerithrash_miniatures_lcg,0.42857143,0.7619048,0.602315,6,True,amerithrash_miniatures_lcg,0.42857143,specialist__amerithrash_miniatures_lcg,specialist
Simpsqo,3327,185,13,7,2,27,29,18,6,11,27,4,2,39,0.07027027,0.037837837,0.010810811,0.14594595,0.15675676,0.097297296,0.032432433,0.05945946,0.14594595,0.021621622,0.010810811,0.21081081,other,0.21081081,0.7891892,0.876258,12,True,historical_wargames_conflict_strategy,0.15675676,other_dominant_mixed,other_dominant
SimRock,3328,32,0,10,15,0,1,1,1,1,0,0,0,3,0.0,0.3125,0.46875,0.0,0.03125,0.03125,0.03125,0.03125,0.0,0.0,0.0,0.09375,dungeon_crawl_cooperative_campaign_adventure,0.46875,0.90625,0.552852,7,True,dungeon_crawl_cooperative_campaign_adventure,0.46875,specialist__dungeon_crawl_cooperative_campaign_adventure,specialist
singlefate,3329,2,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dungeon_crawl_cooperative_campaign_adventure,0.5,1.0,0.278943,2,False,dungeon_crawl_cooperative_campaign_adventure,0.5,insufficient_selected_owned,insufficient_selected_owned
Sinrain,3330,39,3,1,0,5,0,0,1,20,1,1,1,6,0.07692308,0.025641026,0.0,0.12820514,0.0,0.0,0.025641026,0.51282054,0.025641026,0.025641026,0.025641026,0.15384616,medium_worker_placement_euros,0.51282054,0.84615386,0.628107,9,True,medium_worker_placement_euros,0.51282054,specialist__medium_worker_placement_euros,specialist
Sir Pent,3331,108,25,26,7,3,4,12,1,1,1,0,1,27,0.23148148,0.24074075,0.06481481,0.027777778,0.037037037,0.11111111,0.009259259,0.009259259,0.009259259,0.0,0.009259259,0.25,other,0.25,0.75,0.74233,11,True,amerithrash_miniatures_lcg,0.24074075,other_dominant_mixed,other_dominant
Sir Ulric,3332,2,1,0,0,0,0,0,0,0,0,0,0,1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,bgg_golden_age_canon,0.5,0.5,0.278943,2,False,bgg_golden_age_canon,0.5,insufficient_selected_owned,insufficient_selected_owned
sircaradoc,3333,64,9,18,1,0,4,14,0,4,1,0,1,12,0.140625,0.28125,0.015625,0.0,0.0625,0.21875,0.0,0.0625,0.015625,0.0,0.015625,0.1875,amerithrash_miniatures_lcg,0.28125,0.8125,0.732615,9,True,amerithrash_miniatures_lcg,0.28125,leaning__amerithrash_miniatures_lcg,leaning
sirebelle,3334,136,81,7,0,6,8,6,0,14,2,0,0,12,0.5955882,0.05147059,0.0,0.04411765,0.05882353,0.04411765,0.0,0.10294118,0.014705882,0.0,0.0,0.0882353,bgg_golden_age_canon,0.5955882,0.9117647,0.568907,8,True,bgg_golden_age_canon,0.5955882,specialist__bgg_golden_age_canon,specialist
sisteray,3335,594,150,54,24,71,45,33,20,79,12,9,5,92,0.25252524,0.09090909,0.04040404,0.11952862,0.07575758,0.055555556,0.033670034,0.13299663,0.02020202,0.015151516,0.008417509,0.15488215,bgg_golden_age_canon,0.25252524,0.84511787,0.868849,12,True,bgg_golden_age_canon,0.25252524,generalist,generalist
Siterath,3336,267,8,19,52,32,2,17,40,3,10,4,3,77,0.029962547,0.07116105,0.19475655,0.11985019,0.007490637,0.06367041,0.14981273,0.011235955,0.037453182,0.014981274,0.011235955,0.2883895,other,0.2883895,0.7116105,0.808033,12,True,dungeon_crawl_cooperative_campaign_adventure,0.19475655,other_dominant_mixed,other_dominant
sjhvdm,3337,246,26,45,11,0,1,47,3,4,19,2,6,82,0.10569106,0.18292683,0.044715445,0.0,0.0040650405,0.1910569,0.0121951215,0.016260162,0.07723577,0.008130081,0.024390243,0.33333334,other,0.33333334,0.6666666,0.740559,11,True,party_family_social_deduction,0.1910569,other_dominant_mixed,other_dominant
Sk8orpaint,3338,112,3,49,11,1,0,17,0,2,2,1,2,24,0.026785715,0.4375,0.09821428,0.008928572,0.0,0.15178572,0.0,0.017857144,0.017857144,0.008928572,0.017857144,0.21428572,amerithrash_miniatures_lcg,0.4375,0.78571427,0.644977,10,True,amerithrash_miniatures_lcg,0.4375,specialist__amerithrash_miniatures_lcg,specialist
skars,3339,237,93,30,0,1,65,12,1,10,3,0,0,22,0.39240506,0.12658228,0.0,0.004219409,0.2742616,0.050632913,0.004219409,0.042194095,0.012658228,0.0,0.0,0.09282701,bgg_golden_age_canon,0.39240506,0.907173,0.639955,9,True,bgg_golden_age_canon,0.39240506,leaning__bgg_golden_age_canon,leaning
skeil,3340,137,47,4,3,3,5,3,0,22,7,2,6,35,0.34306568,0.02919708,0.02189781,0.02189781,0.03649635,0.02189781,0.0,0.16058394,0.05109489,0.01459854,0.04379562,0.25547445,bgg_golden_age_canon,0.34306568,0.74452555,0.73848,11,True,bgg_golden_age_canon,0.34306568,leaning__bgg_golden_age_canon,leaning
skipsizemore,3341,539,194,87,6,5,99,22,0,72,4,2,1,47,0.35992578,0.16141002,0.011131725,0.009276438,0.18367347,0.040816326,0.0,0.1335807,0.0074211503,0.0037105752,0.0018552876,0.08719852,bgg_golden_age_canon,0.35992578,0.9128015,0.703417,11,True,bgg_golden_age_canon,0.35992578,leaning__bgg_golden_age_canon,leaning
skoscisty,3342,236,19,9,9,69,8,9,17,37,6,1,0,52,0.08050848,0.038135592,0.038135592,0.29237288,0.033898305,0.038135592,0.0720339,0.15677966,0.025423728,0.004237288,0.0,0.22033899,current_heavy_euro_engine_builders,0.29237288,0.779661,0.797053,11,True,current_heavy_euro_engine_builders,0.29237288,generalist,generalist
skywhalecommando,3343,55,2,7,4,3,3,4,3,3,3,1,0,22,0.036363635,0.12727273,0.07272727,0.054545455,0.054545455,0.07272727,0.054545455,0.054545455,0.054545455,0.018181818,0.0,0.4,other,0.4,0.6,0.803565,11,True,amerithrash_miniatures_lcg,0.12727273,other_dominant_mixed,other_dominant
slamneale,3344,270,13,9,28,59,34,4,16,13,21,2,5,66,0.048148148,0.033333335,0.1037037,0.21851853,0.12592593,0.014814815,0.05925926,0.048148148,0.07777778,0.0074074073,0.018518519,0.24444444,other,0.24444444,0.75555557,0.851877,12,True,current_heavy_euro_engine_builders,0.21851853,other_dominant_mixed,other_dominant
SlavGun,3345,25,2,7,5,0,1,3,0,0,0,0,0,7,0.08,0.28,0.2,0.0,0.04,0.12,0.0,0.0,0.0,0.0,0.0,0.28,amerithrash_miniatures_lcg,0.28,0.72,0.651933,6,True,amerithrash_miniatures_lcg,0.28,leaning__amerithrash_miniatures_lcg,leaning
slavrut,3346,144,4,3,14,35,4,10,7,3,4,1,2,57,0.027777778,0.020833334,0.097222224,0.24305555,0.027777778,0.06944445,0.048611112,0.020833334,0.027777778,0.0069444445,0.013888889,0.39583334,other,0.39583334,0.6041666,0.733748,12,True,current_heavy_euro_engine_builders,0.24305555,other_dominant_mixed,other_dominant
Slawek_Cz,3347,67,17,7,4,3,6,3,1,13,4,0,0,9,0.25373134,0.104477614,0.05970149,0.04477612,0.08955224,0.04477612,0.014925373,0.19402985,0.05970149,0.0,0.0,0.13432837,bgg_golden_age_canon,0.25373134,0.86567163,0.831146,10,True,bgg_golden_age_canon,0.25373134,generalist,generalist
SlayerG212,3348,40,0,1,0,0,0,5,10,1,4,1,0,18,0.0,0.025,0.0,0.0,0.0,0.125,0.25,0.025,0.1,0.025,0.0,0.45,other,0.45,0.55,0.592681,7,True,puzzle_nature_tableau_builders,0.25,other_dominant_mixed,other_dominant
slickerdrips,3349,147,10,16,29,22,0,5,5,26,0,7,0,27,0.06802721,0.108843535,0.19727892,0.14965986,0.0,0.034013607,0.034013607,0.17687075,0.0,0.04761905,0.0,0.18367347,dungeon_crawl_cooperative_campaign_adventure,0.19727892,0.8163265,0.81345,9,True,dungeon_crawl_cooperative_campaign_adventure,0.19727892,generalist,generalist
SlikkRikk,3350,171,28,15,33,5,2,18,9,5,3,3,3,47,0.16374269,0.0877193,0.19298245,0.029239766,0.0116959065,0.10526316,0.05263158,0.029239766,0.01754386,0.01754386,0.01754386,0.2748538,other,0.2748538,0.7251462,0.823193,12,True,dungeon_crawl_cooperative_campaign_adventure,0.19298245,other_dominant_mixed,other_dominant
sly79,3351,40,0,9,3,0,0,7,2,2,1,1,0,15,0.0,0.225,0.075,0.0,0.0,0.175,0.05,0.05,0.025,0.025,0.0,0.375,other,0.375,0.625,0.678794,8,True,amerithrash_miniatures_lcg,0.225,other_dominant_mixed,other_dominant
Smaointe,3352,6,2,0,0,0,0,0,0,3,0,0,0,1,0.33333334,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.16666667,medium_worker_placement_euros,0.5,0.8333333,0.407019,3,False,medium_worker_placement_euros,0.5,insufficient_selected_owned,insufficient_selected_owned
smittst,3353,80,7,24,13,0,1,14,3,0,1,1,1,15,0.0875,0.3,0.1625,0.0,0.0125,0.175,0.0375,0.0,0.0125,0.0125,0.0125,0.1875,amerithrash_miniatures_lcg,0.3,0.8125,0.736747,10,True,amerithrash_miniatures_lcg,0.3,leaning__amerithrash_miniatures_lcg,leaning
Smokalotapotamus,3354,170,8,32,13,9,0,22,25,3,8,4,0,46,0.047058824,0.1882353,0.07647059,0.052941177,0.0,0.12941177,0.14705883,0.01764706,0.047058824,0.023529412,0.0,0.27058825,other,0.27058825,0.7294117,0.810442,10,True,amerithrash_miniatures_lcg,0.1882353,other_dominant_mixed,other_dominant
Snacky22,3355,98,5,28,6,2,20,4,1,9,3,0,0,20,0.05102041,0.2857143,0.06122449,0.020408163,0.20408164,0.040816326,0.010204081,0.091836736,0.030612245,0.0,0.0,0.20408164,amerithrash_miniatures_lcg,0.2857143,0.79591835,0.769526,10,True,amerithrash_miniatures_lcg,0.2857143,generalist,generalist
Snaki,3356,92,1,5,6,11,4,9,3,6,5,1,6,35,0.010869565,0.054347824,0.06521739,0.11956522,0.04347826,0.097826086,0.032608695,0.06521739,0.054347824,0.010869565,0.06521739,0.38043478,other,0.38043478,0.61956525,0.823355,12,True,current_heavy_euro_engine_builders,0.11956522,other_dominant_mixed,other_dominant
Snapper67,3357,256,47,14,14,42,11,13,19,25,5,3,7,56,0.18359375,0.0546875,0.0546875,0.1640625,0.04296875,0.05078125,0.07421875,0.09765625,0.01953125,0.01171875,0.02734375,0.21875,other,0.21875,0.78125,0.882219,12,True,bgg_golden_age_canon,0.18359375,other_dominant_mixed,other_dominant
SnaxHeadroom,3358,3,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,other,1.0,0.0,0.0,1,False,,0.0,insufficient_selected_owned,insufficient_selected_owned
Sneedy65,3359,128,21,5,6,8,41,5,1,26,0,3,1,11,0.1640625,0.0390625,0.046875,0.0625,0.3203125,0.0390625,0.0078125,0.203125,0.0,0.0234375,0.0078125,0.0859375,historical_wargames_conflict_strategy,0.3203125,0.9140625,0.776578,11,True,historical_wargames_conflict_strategy,0.3203125,generalist,generalist
snegr,3360,133,5,22,25,2,10,6,1,7,1,0,0,54,0.037593983,0.16541353,0.18796992,0.015037594,0.075187966,0.04511278,0.007518797,0.05263158,0.007518797,0.0,0.0,0.40601504,other,0.40601504,0.59398496,0.695039,10,True,dungeon_crawl_cooperative_campaign_adventure,0.18796992,other_dominant_mixed,other_dominant
snezni,3361,28,1,4,23,0,0,0,0,0,0,0,0,0,0.035714287,0.14285715,0.8214286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dungeon_crawl_cooperative_campaign_adventure,0.8214286,1.0,0.224788,3,True,dungeon_crawl_cooperative_campaign_adventure,0.8214286,specialist__dungeon_crawl_cooperative_campaign_adventure,specialist
Snoogans79,3362,83,9,14,7,3,0,21,4,4,1,1,0,19,0.10843374,0.16867469,0.084337346,0.036144577,0.0,0.25301206,0.04819277,0.04819277,0.012048192,0.012048192,0.0,0.22891566,party_family_social_deduction,0.25301206,0.7710843,0.786217,10,True,party_family_social_deduction,0.25301206,generalist,generalist
Snoosage,3363,3,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,other,1.0,0.0,0.0,1,False,,0.0,insufficient_selected_owned,insufficient_selected_owned
snowchamp,3364,232,42,6,5,61,0,8,21,17,9,2,1,60,0.18103448,0.02586207,0.021551725,0.26293105,0.0,0.03448276,0.09051724,0.073275864,0.038793102,0.00862069,0.004310345,0.25862068,current_heavy_euro_engine_builders,0.26293105,0.7413793,0.765905,11,True,current_heavy_euro_engine_builders,0.26293105,generalist,generalist
Snowjedi6,3365,163,11,4,17,18,8,3,19,8,11,2,3,59,0.06748466,0.024539877,0.10429448,0.11042945,0.049079753,0.018404908,0.116564415,0.049079753,0.06748466,0.012269938,0.018404908,0.36196318,other,0.36196318,0.63803685,0.824667,12,True,puzzle_nature_tableau_builders,0.116564415,other_dominant_mixed,other_dominant
sntgba,3366,22,4,1,0,0,1,2,0,9,0,0,0,5,0.18181819,0.045454547,0.0,0.0,0.045454547,0.09090909,0.0,0.4090909,0.0,0.0,0.0,0.22727273,medium_worker_placement_euros,0.4090909,0.77272725,0.608204,6,True,medium_worker_placement_euros,0.4090909,specialist__medium_worker_placement_euros,specialist
socialsnacker,3367,559,44,9,83,91,31,18,44,45,22,21,4,147,0.07871199,0.01610018,0.14847943,0.1627907,0.055456173,0.03220036,0.07871199,0.08050089,0.039355993,0.037567083,0.007155635,0.26296958,other,0.26296958,0.7370304,0.867797,12,True,current_heavy_euro_engine_builders,0.1627907,other_dominant_mixed,other_dominant
Soeverein,3368,42,11,16,2,0,0,1,0,3,1,0,0,8,0.26190478,0.3809524,0.04761905,0.0,0.0,0.023809524,0.0,0.071428575,0.023809524,0.0,0.0,0.1904762,amerithrash_miniatures_lcg,0.3809524,0.8095238,0.622101,7,True,amerithrash_miniatures_lcg,0.3809524,leaning__amerithrash_miniatures_lcg,leaning
soledk,3369,73,1,10,8,5,11,2,0,1,5,0,10,20,0.01369863,0.1369863,0.10958904,0.06849315,0.15068494,0.02739726,0.0,0.01369863,0.06849315,0.0,0.1369863,0.2739726,other,0.2739726,0.72602737,0.808961,10,True,historical_wargames_conflict_strategy,0.15068494,other_dominant_mixed,other_dominant
solidearth,3370,146,48,6,5,6,4,9,4,24,11,5,1,23,0.32876712,0.04109589,0.034246575,0.04109589,0.02739726,0.061643835,0.02739726,0.16438356,0.07534247,0.034246575,0.006849315,0.15753424,bgg_golden_age_canon,0.32876712,0.84246576,0.822945,12,True,bgg_golden_age_canon,0.32876712,generalist,generalist
song3356,3371,14,2,0,0,1,0,0,1,1,2,1,0,6,0.14285715,0.0,0.0,0.071428575,0.0,0.0,0.071428575,0.071428575,0.14285715,0.071428575,0.0,0.42857143,other,0.42857143,0.57142854,0.673312,7,False,bgg_golden_age_canon,0.14285715,insufficient_selected_owned,insufficient_selected_owned
soulhunter222,3372,54,8,2,1,0,0,19,2,0,5,0,0,17,0.14814815,0.037037037,0.018518519,0.0,0.0,0.35185185,0.037037037,0.0,0.09259259,0.0,0.0,0.3148148,party_family_social_deduction,0.35185185,0.6851852,0.624816,7,True,party_family_social_deduction,0.35185185,leaning__party_family_social_deduction,leaning
soy1bonus,3373,33,1,3,11,0,0,5,1,2,1,0,2,7,0.030303031,0.09090909,0.33333334,0.0,0.0,0.15151516,0.030303031,0.060606062,0.030303031,0.0,0.060606062,0.21212122,dungeon_crawl_cooperative_campaign_adventure,0.33333334,0.78787875,0.747189,9,True,dungeon_crawl_cooperative_campaign_adventure,0.33333334,leaning__dungeon_crawl_cooperative_campaign_adventure,leaning
Spawel666,3374,37,1,3,5,5,2,4,4,0,0,0,0,13,0.027027028,0.08108108,0.13513513,0.13513513,0.054054055,0.10810811,0.10810811,0.0,0.0,0.0,0.0,0.35135135,other,0.35135135,0.6486486,0.743872,8,True,dungeon_crawl_cooperative_campaign_adventure,0.13513513,other_dominant_mixed,other_dominant
spieldichein,3375,95,4,1,1,10,0,3,10,9,5,6,1,45,0.042105265,0.010526316,0.010526316,0.10526316,0.0,0.031578947,0.10526316,0.094736844,0.05263158,0.06315789,0.010526316,0.47368422,other,0.47368422,0.5263158,0.711042,11,True,current_heavy_euro_engine_builders,0.10526316,other_dominant_mixed,other_dominant
Spiff,3376,106,11,24,5,4,14,6,4,14,3,0,2,19,0.10377359,0.2264151,0.047169812,0.03773585,0.13207547,0.056603774,0.03773585,0.13207547,0.028301887,0.0,0.018867925,0.17924528,amerithrash_miniatures_lcg,0.2264151,0.8207547,0.862818,11,True,amerithrash_miniatures_lcg,0.2264151,generalist,generalist
spikes,3377,156,5,8,29,15,21,9,9,6,12,0,3,39,0.032051284,0.051282052,0.18589744,0.09615385,0.13461539,0.057692308,0.057692308,0.03846154,0.07692308,0.0,0.01923077,0.25,other,0.25,0.75,0.863143,11,True,dungeon_crawl_cooperative_campaign_adventure,0.18589744,other_dominant_mixed,other_dominant
SpiritChef,3378,28,0,5,5,0,0,3,0,3,0,0,0,12,0.0,0.17857143,0.17857143,0.0,0.0,0.10714286,0.0,0.10714286,0.0,0.0,0.0,0.42857143,other,0.42857143,0.57142854,0.586351,5,True,amerithrash_miniatures_lcg,0.17857143,other_dominant_mixed,other_dominant
Spitlock,3379,119,4,1,6,16,15,5,8,4,21,1,0,38,0.033613447,0.008403362,0.05042017,0.13445379,0.12605043,0.042016808,0.067226894,0.033613447,0.1764706,0.008403362,0.0,0.31932774,other,0.31932774,0.6806723,0.794872,11,True,cooperative_trick_taking_deduction,0.1764706,other_dominant_mixed,other_dominant
splat0169,3380,702,175,95,23,69,41,52,27,77,12,7,11,113,0.24928775,0.13532764,0.032763533,0.0982906,0.058404557,0.074074075,0.03846154,0.10968661,0.017094018,0.00997151,0.015669515,0.16096866,bgg_golden_age_canon,0.24928775,0.83903134,0.868458,12,True,bgg_golden_age_canon,0.24928775,generalist,generalist
Spyzor,3381,16,2,9,2,0,0,0,1,0,0,0,0,2,0.125,0.5625,0.125,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.125,amerithrash_miniatures_lcg,0.5625,0.875,0.51379,5,True,amerithrash_miniatures_lcg,0.5625,specialist__amerithrash_miniatures_lcg,specialist
Squdler,3382,102,6,1,19,7,3,8,12,1,13,2,1,29,0.05882353,0.009803922,0.18627451,0.068627454,0.029411765,0.078431375,0.11764706,0.009803922,0.12745099,0.019607844,0.009803922,0.28431374,other,0.28431374,0.71568626,0.825764,12,True,dungeon_crawl_cooperative_campaign_adventure,0.18627451,other_dominant_mixed,other_dominant
SrFinn,3383,57,2,7,2,5,3,5,2,3,0,1,0,27,0.03508772,0.12280702,0.03508772,0.0877193,0.05263158,0.0877193,0.03508772,0.05263158,0.0,0.01754386,0.0,0.47368422,other,0.47368422,0.5263158,0.713077,10,True,amerithrash_miniatures_lcg,0.12280702,other_dominant_mixed,other_dominant
srieppo,3384,13,0,1,7,0,1,0,0,0,0,1,0,3,0.0,0.07692308,0.53846157,0.0,0.07692308,0.0,0.0,0.0,0.0,0.07692308,0.0,0.23076923,dungeon_crawl_cooperative_campaign_adventure,0.53846157,0.7692308,0.50852,5,False,dungeon_crawl_cooperative_campaign_adventure,0.53846157,insufficient_selected_owned,insufficient_selected_owned
Stagebari,3385,18,2,0,1,0,0,1,3,1,3,0,0,7,0.11111111,0.0,0.055555556,0.0,0.0,0.055555556,0.16666667,0.055555556,0.16666667,0.0,0.0,0.3888889,other,0.3888889,0.6111111,0.68027,7,True,puzzle_nature_tableau_builders,0.16666667,other_dominant_mixed,other_dominant
standing moai,3386,106,24,4,1,5,2,17,5,19,6,0,2,21,0.2264151,0.03773585,0.009433962,0.047169812,0.018867925,0.16037735,0.047169812,0.17924528,0.056603774,0.0,0.018867925,0.1981132,bgg_golden_age_canon,0.2264151,0.8018868,0.815659,11,True,bgg_golden_age_canon,0.2264151,generalist,generalist
Stankiem,3387,219,13,9,7,40,9,23,33,12,10,3,7,53,0.05936073,0.04109589,0.03196347,0.1826484,0.04109589,0.10502283,0.15068494,0.05479452,0.0456621,0.01369863,0.03196347,0.24200913,other,0.24200913,0.75799084,0.879184,12,True,current_heavy_euro_engine_builders,0.1826484,other_dominant_mixed,other_dominant
Starbloom,3388,106,8,11,6,13,2,12,16,2,3,0,1,32,0.0754717,0.10377359,0.056603774,0.12264151,0.018867925,0.11320755,0.1509434,0.018867925,0.028301887,0.0,0.009433962,0.3018868,other,0.3018868,0.6981132,0.820292,11,True,puzzle_nature_tableau_builders,0.1509434,other_dominant_mixed,other_dominant
Stasis1977,3389,150,10,2,4,57,8,2,3,27,4,0,3,30,0.06666667,0.013333334,0.026666667,0.38,0.053333335,0.013333334,0.02,0.18,0.026666667,0.0,0.02,0.2,current_heavy_euro_engine_builders,0.38,0.8,0.724378,11,True,current_heavy_euro_engine_builders,0.38,leaning__current_heavy_euro_engine_builders,leaning
stationtracks,3390,26,0,4,1,0,0,3,1,0,6,0,1,10,0.0,0.15384616,0.03846154,0.0,0.0,0.115384616,0.03846154,0.0,0.23076923,0.0,0.03846154,0.3846154,other,0.3846154,0.6153846,0.651519,7,True,cooperative_trick_taking_deduction,0.23076923,other_dominant_mixed,other_dominant
StefanH87,3391,80,1,1,2,5,1,10,15,0,4,1,0,40,0.0125,0.0125,0.025,0.0625,0.0125,0.125,0.1875,0.0,0.05,0.0125,0.0,0.5,other,0.5,0.5,0.625686,10,True,puzzle_nature_tableau_builders,0.1875,other_dominant_mixed,other_dominant
steggy,3392,91,33,11,2,0,1,5,2,7,3,0,2,25,0.36263737,0.12087912,0.021978023,0.0,0.010989011,0.054945055,0.021978023,0.07692308,0.032967035,0.0,0.021978023,0.2747253,bgg_golden_age_canon,0.36263737,0.7252747,0.703728,10,True,bgg_golden_age_canon,0.36263737,leaning__bgg_golden_age_canon,leaning
sten77380,3393,61,12,17,1,0,5,9,2,5,2,0,1,7,0.19672132,0.27868852,0.016393442,0.0,0.08196721,0.14754099,0.032786883,0.08196721,0.032786883,0.0,0.016393442,0.114754096,amerithrash_miniatures_lcg,0.27868852,0.8852459,0.795072,10,True,amerithrash_miniatures_lcg,0.27868852,generalist,generalist
SteoanK,3394,88,8,3,10,10,1,5,5,1,8,1,3,33,0.09090909,0.03409091,0.11363637,0.11363637,0.011363637,0.056818184,0.056818184,0.011363637,0.09090909,0.011363637,0.03409091,0.375,other,0.375,0.625,0.807658,12,True,dungeon_crawl_cooperative_campaign_adventure,0.11363637,other_dominant_mixed,other_dominant
stephenstover,3395,142,74,2,1,7,27,4,0,17,0,0,0,10,0.52112675,0.014084507,0.0070422534,0.049295776,0.19014084,0.028169014,0.0,0.11971831,0.0,0.0,0.0,0.07042254,bgg_golden_age_canon,0.52112675,0.92957747,0.579543,8,True,bgg_golden_age_canon,0.52112675,specialist__bgg_golden_age_canon,specialist
